image,class,split,spai
flux/ComfyUI_08628_.png,1,test,0.026219641789793968
flux/ComfyUI_09583_.png,1,test,8.300115723613999e-07
flux/ComfyUI_11102_.png,1,test,0.004191108513623476
flux/ComfyUI_10912_.png,1,test,0.9999988079071045
flux/ComfyUI_10506_.png,1,test,1.482547418163449e-09
flux/ComfyUI_13145_.png,1,test,6.259119089691012e-08
flux/ComfyUI_11253_.png,1,test,0.020838890224695206
flux/ComfyUI_11586_.png,1,test,0.007670453283935785
flux/ComfyUI_11257_.png,1,test,5.4167216148925945e-05
flux/ComfyUI_09404_.png,1,test,8.168441034683838e-09
flux/ComfyUI_07618_.png,1,test,1.037717827384898e-18
flux/ComfyUI_11775_.png,1,test,4.6749255488975905e-07
flux/ComfyUI_10258_.png,1,test,6.263908147730035e-08
flux/ComfyUI_09823_.png,1,test,1.0302687059038362e-07
flux/ComfyUI_09714_.png,1,test,0.001960171153768897
flux/ComfyUI_09256_.png,1,test,1.0
flux/ComfyUI_10465_.png,1,test,3.815865560279392e-17
flux/ComfyUI_07568_.png,1,test,6.976626536925323e-06
flux/ComfyUI_09661_.png,1,test,0.00047396495938301086
flux/ComfyUI_07545_.png,1,test,4.577402346050974e-11
flux/ComfyUI_08170_.png,1,test,2.8582986487890594e-05
flux/ComfyUI_09202_.png,1,test,4.592982286981471e-28
flux/ComfyUI_11690_.png,1,test,8.847455092198455e-30
flux/ComfyUI_12273_.png,1,test,0.07511453330516815
flux/ComfyUI_12110_.png,1,test,0.7529811263084412
flux/ComfyUI_12797_.png,1,test,0.9338496327400208
flux/ComfyUI_10375_.png,1,test,0.02558205835521221
flux/ComfyUI_11570_.png,1,test,3.199605302928177e-10
flux/ComfyUI_10297_.png,1,test,0.9999740123748779
flux/ComfyUI_11304_.png,1,test,2.4102769324000793e-15
flux/ComfyUI_10269_.png,1,test,3.3774087584807766e-13
flux/ComfyUI_09060_.png,1,test,2.988801697453858e-13
flux/ComfyUI_08617_.png,1,test,2.375830261691636e-11
flux/ComfyUI_09107_.png,1,test,0.08635175973176956
flux/ComfyUI_10900_.png,1,test,1.4059017061640589e-08
flux/ComfyUI_11357_.png,1,test,5.61621082972863e-10
flux/ComfyUI_10666_.png,1,test,3.792437962270088e-20
flux/ComfyUI_07767_.png,1,test,0.42468681931495667
flux/ComfyUI_08023_.png,1,test,0.008341656997799873
flux/ComfyUI_07730_.png,1,test,0.16437585651874542
flux/ComfyUI_11992_.png,1,test,0.0021147804800421
flux/ComfyUI_07627_.png,1,test,1.1932152119698003e-06
flux/ComfyUI_10833_.png,1,test,0.025478525087237358
flux/ComfyUI_12983_.png,1,test,1.7338817997369915e-05
flux/ComfyUI_07665_.png,1,test,0.6633176207542419
flux/ComfyUI_08353_.png,1,test,8.389765389602789e-18
flux/ComfyUI_12944_.png,1,test,3.9638261561947274e-09
flux/ComfyUI_12395_.png,1,test,3.916989390535553e-20
flux/ComfyUI_10960_.png,1,test,5.351803444852976e-10
flux/ComfyUI_11227_.png,1,test,0.06147242709994316
flux/ComfyUI_11933_.png,1,test,6.857228678135583e-17
flux/ComfyUI_12391_.png,1,test,2.5368523948188226e-10
flux/ComfyUI_09036_.png,1,test,0.15839996933937073
flux/ComfyUI_12637_.png,1,test,1.8598501645011867e-13
flux/ComfyUI_13537_.png,1,test,7.819646596907148e-10
flux/ComfyUI_12688_.png,1,test,2.1909439079664082e-22
flux/ComfyUI_08692_.png,1,test,2.7743448299588636e-05
flux/ComfyUI_08122_.png,1,test,1.0916191573221047e-22
flux/ComfyUI_08263_.png,1,test,6.382681914514366e-22
flux/ComfyUI_11835_.png,1,test,2.3644267344025138e-07
flux/ComfyUI_13185_.png,1,test,0.011531226336956024
flux/ComfyUI_09749_.png,1,test,2.146726589893899e-12
flux/ComfyUI_11254_.png,1,test,0.008892103098332882
flux/ComfyUI_08275_.png,1,test,5.360561772249639e-09
flux/ComfyUI_13016_.png,1,test,1.3098030700550013e-18
flux/ComfyUI_08659_.png,1,test,0.8665380477905273
flux/ComfyUI_11047_.png,1,test,0.007117714267224073
flux/ComfyUI_09499_.png,1,test,4.0958038669844965e-20
flux/ComfyUI_11905_.png,1,test,0.4910079836845398
flux/ComfyUI_07612_.png,1,test,0.9967381358146667
flux/ComfyUI_12440_.png,1,test,1.7356733175480344e-15
flux/ComfyUI_12990_.png,1,test,0.018518785014748573
flux/ComfyUI_07606_.png,1,test,1.816512807957093e-14
flux/ComfyUI_11738_.png,1,test,3.1949584031836663e-25
flux/ComfyUI_09215_.png,1,test,0.016509128734469414
