image,class,split,spai
gigagan/05465.png,1,test,7.261257337631832e-07
gigagan/06073.png,1,test,0.9087491631507874
gigagan/07576.png,1,test,9.05828331496284e-27
gigagan/00273.png,1,test,5.454769507196033e-06
gigagan/01521.png,1,test,0.2550334334373474
gigagan/02525.png,1,test,4.3180412853321696e-17
gigagan/01150.png,1,test,2.1840484810239793e-17
gigagan/05165.png,1,test,0.19693735241889954
gigagan/01044.png,1,test,0.9377427697181702
gigagan/09146.png,1,test,3.366889131939388e-07
gigagan/03374.png,1,test,0.9379013776779175
gigagan/08922.png,1,test,0.7415834665298462
gigagan/07109.png,1,test,0.9999890327453613
gigagan/09849.png,1,test,0.6346887946128845
gigagan/02195.png,1,test,1.7072435020520298e-18
gigagan/02435.png,1,test,7.271373179912871e-20
gigagan/02264.png,1,test,5.228801924772597e-08
gigagan/00239.png,1,test,1.8047605646271184e-14
gigagan/02989.png,1,test,0.6804090738296509
gigagan/08426.png,1,test,0.33992862701416016
gigagan/04947.png,1,test,0.9476227760314941
gigagan/08287.png,1,test,0.5960789322853088
gigagan/08494.png,1,test,0.9608031511306763
gigagan/06514.png,1,test,1.0869311405879904e-16
gigagan/03586.png,1,test,3.069838762533028e-13
gigagan/01891.png,1,test,6.8818489145636205e-28
gigagan/09675.png,1,test,0.008805946446955204
gigagan/07087.png,1,test,1.969214835639832e-08
gigagan/02037.png,1,test,0.3131019175052643
gigagan/03334.png,1,test,0.7353530526161194
gigagan/05475.png,1,test,1.0848503519123032e-11
gigagan/00401.png,1,test,1.0129573048496592e-16
gigagan/04019.png,1,test,0.655784010887146
gigagan/09297.png,1,test,2.537478305308981e-16
gigagan/00126.png,1,test,0.0010686019668355584
gigagan/04365.png,1,test,0.99997878074646
gigagan/09965.png,1,test,1.2762123823006899e-11
gigagan/02145.png,1,test,1.0
gigagan/04526.png,1,test,3.6171602335319036e-17
gigagan/07986.png,1,test,1.0976857443834032e-12
gigagan/06443.png,1,test,3.083707511564171e-08
gigagan/03362.png,1,test,0.6462268233299255
gigagan/08256.png,1,test,3.000284607423964e-07
gigagan/05832.png,1,test,3.0049895372030733e-07
gigagan/09029.png,1,test,0.00967895146459341
gigagan/03936.png,1,test,0.033617276698350906
gigagan/01795.png,1,test,0.8350874781608582
gigagan/09416.png,1,test,5.383762370144634e-23
gigagan/07785.png,1,test,0.02031031996011734
gigagan/06902.png,1,test,0.9947770833969116
gigagan/02628.png,1,test,0.000404385500587523
gigagan/06120.png,1,test,0.21452221274375916
gigagan/00527.png,1,test,0.0016084802336990833
gigagan/06521.png,1,test,0.0025308753829449415
gigagan/09546.png,1,test,0.8153948187828064
gigagan/00361.png,1,test,0.48281246423721313
gigagan/01522.png,1,test,2.787409415967463e-14
gigagan/06360.png,1,test,3.637683904100797e-12
gigagan/00452.png,1,test,0.9561823606491089
gigagan/09708.png,1,test,1.0615820444925816e-09
gigagan/08630.png,1,test,1.0
gigagan/09306.png,1,test,0.5882651209831238
gigagan/01520.png,1,test,2.766569483201339e-16
gigagan/00878.png,1,test,0.9999949932098389
gigagan/08506.png,1,test,0.9677450060844421
gigagan/06985.png,1,test,2.979789116546724e-18
gigagan/02311.png,1,test,7.580290457553929e-06
gigagan/06100.png,1,test,4.869233460880196e-09
gigagan/02178.png,1,test,0.9205917716026306
gigagan/09636.png,1,test,1.853413920116509e-07
gigagan/05743.png,1,test,0.9999998807907104
gigagan/00521.png,1,test,2.1912726424488937e-06
gigagan/00561.png,1,test,0.15214334428310394
gigagan/08963.png,1,test,7.178574742283672e-05
