image,class,split
RAISE-1k/tiff/r0b0e2ba5t.jpg,0,test
RAISE-1k/tiff/r0b3979d0t.jpg,0,test
RAISE-1k/tiff/r0b59fc2bt.jpg,0,test
RAISE-1k/tiff/r0b6e4254t.jpg,0,test
RAISE-1k/tiff/r0b735401t.jpg,0,test
RAISE-1k/tiff/r0b7b1156t.jpg,0,test
RAISE-1k/tiff/r0bdc7894t.jpg,0,test
RAISE-1k/tiff/r0c9910e4t.jpg,0,test
RAISE-1k/tiff/r0cde6159t.jpg,0,test
RAISE-1k/tiff/r0ce35df8t.jpg,0,test
RAISE-1k/tiff/r0d203f37t.jpg,0,test
RAISE-1k/tiff/r0d56c1d7t.jpg,0,test
RAISE-1k/tiff/r0d89edd8t.jpg,0,test
RAISE-1k/tiff/r0e04cc91t.jpg,0,test
RAISE-1k/tiff/r0e5dfc8et.jpg,0,test
RAISE-1k/tiff/r0e7b407bt.jpg,0,test
RAISE-1k/tiff/r0eab8214t.jpg,0,test
RAISE-1k/tiff/r0eb07be3t.jpg,0,test
RAISE-1k/tiff/r0ebdd2d2t.jpg,0,test
RAISE-1k/tiff/r0eea5a7et.jpg,0,test
RAISE-1k/tiff/r0fae3dbdt.jpg,0,test
RAISE-1k/tiff/r0faffef3t.jpg,0,test
RAISE-1k/tiff/r0fbb5bc1t.jpg,0,test
RAISE-1k/tiff/r0fbd0c71t.jpg,0,test
RAISE-1k/tiff/r0fbf62f8t.jpg,0,test
RAISE-1k/tiff/r0fd69c12t.jpg,0,test
RAISE-1k/tiff/r0fdfc4f0t.jpg,0,test
RAISE-1k/tiff/r0fe270aet.jpg,0,test
RAISE-1k/tiff/r0fe7b1c6t.jpg,0,test
RAISE-1k/tiff/r0fef53bft.jpg,0,test
RAISE-1k/tiff/r0ff7a848t.jpg,0,test
RAISE-1k/tiff/r10134c59t.jpg,0,test
RAISE-1k/tiff/r101af5b4t.jpg,0,test
RAISE-1k/tiff/r101d6690t.jpg,0,test
RAISE-1k/tiff/r101eab0dt.jpg,0,test
RAISE-1k/tiff/r1023c21et.jpg,0,test
RAISE-1k/tiff/r102b4aa4t.jpg,0,test
RAISE-1k/tiff/r103a4f26t.jpg,0,test
RAISE-1k/tiff/r104153eat.jpg,0,test
RAISE-1k/tiff/r10940798t.jpg,0,test
RAISE-1k/tiff/r10a9ca2at.jpg,0,test
RAISE-1k/tiff/r10c5fc29t.jpg,0,test
RAISE-1k/tiff/r10cf67d1t.jpg,0,test
RAISE-1k/tiff/r10e36316t.jpg,0,test
RAISE-1k/tiff/r10f888c2t.jpg,0,test
RAISE-1k/tiff/r110b4219t.jpg,0,test
RAISE-1k/tiff/r110cc74ct.jpg,0,test
RAISE-1k/tiff/r110f894ft.jpg,0,test
RAISE-1k/tiff/r113402d4t.jpg,0,test
RAISE-1k/tiff/r1138e1aft.jpg,0,test
RAISE-1k/tiff/r115c449dt.jpg,0,test
RAISE-1k/tiff/r07ece355t.jpg,0,test
RAISE-1k/tiff/r07f22efdt.jpg,0,test
RAISE-1k/tiff/r08079988t.jpg,0,test
RAISE-1k/tiff/r0809811bt.jpg,0,test
RAISE-1k/tiff/r083ca67ct.jpg,0,test
RAISE-1k/tiff/r084a4ccet.jpg,0,test
RAISE-1k/tiff/r085bdbe2t.jpg,0,test
RAISE-1k/tiff/r08b05c94t.jpg,0,test
RAISE-1k/tiff/r08b12799t.jpg,0,test
RAISE-1k/tiff/r09488b39t.jpg,0,test
RAISE-1k/tiff/r09579ff2t.jpg,0,test
RAISE-1k/tiff/r0965e155t.jpg,0,test
RAISE-1k/tiff/r097d3563t.jpg,0,test
RAISE-1k/tiff/r09c8e042t.jpg,0,test
RAISE-1k/tiff/r0a4ce555t.jpg,0,test
RAISE-1k/tiff/r0a8e5f8at.jpg,0,test
RAISE-1k/tiff/r0a94587ft.jpg,0,test
RAISE-1k/tiff/r0a966704t.jpg,0,test
RAISE-1k/tiff/r0aaa70c3t.jpg,0,test
RAISE-1k/tiff/r0ac70243t.jpg,0,test
RAISE-1k/tiff/r0ae68527t.jpg,0,test
RAISE-1k/tiff/r0b07b945t.jpg,0,test
RAISE-1k/tiff/r0b0cd69et.jpg,0,test
RAISE-1k/tiff/r05f3bc6ct.jpg,0,test
RAISE-1k/tiff/r061433aft.jpg,0,test
RAISE-1k/tiff/r061db45ft.jpg,0,test
RAISE-1k/tiff/r06691aa5t.jpg,0,test
RAISE-1k/tiff/r068812d7t.jpg,0,test
RAISE-1k/tiff/r06888d38t.jpg,0,test
RAISE-1k/tiff/r0708431at.jpg,0,test
RAISE-1k/tiff/r072d955bt.jpg,0,test
RAISE-1k/tiff/r0777fea4t.jpg,0,test
RAISE-1k/tiff/r07cfb432t.jpg,0,test
RAISE-1k/tiff/r000da54ft.jpg,0,test
RAISE-1k/tiff/r001d260dt.jpg,0,test
RAISE-1k/tiff/r002fc3e2t.jpg,0,test
RAISE-1k/tiff/r00444b95t.jpg,0,test
RAISE-1k/tiff/r005f3e70t.jpg,0,test
RAISE-1k/tiff/r00617aa1t.jpg,0,test
RAISE-1k/tiff/r00679daet.jpg,0,test
RAISE-1k/tiff/r006b0e4bt.jpg,0,test
RAISE-1k/tiff/r006fcc20t.jpg,0,test
RAISE-1k/tiff/r007f5116t.jpg,0,test
RAISE-1k/tiff/r00816405t.jpg,0,test
RAISE-1k/tiff/r00869422t.jpg,0,test
RAISE-1k/tiff/r00879054t.jpg,0,test
RAISE-1k/tiff/r008a2095t.jpg,0,test
RAISE-1k/tiff/r008ed083t.jpg,0,test
RAISE-1k/tiff/r00a940e1t.jpg,0,test
RAISE-1k/tiff/r00b3931bt.jpg,0,test
RAISE-1k/tiff/r00b8d4a2t.jpg,0,test
RAISE-1k/tiff/r00c0995ft.jpg,0,test
RAISE-1k/tiff/r00c4a543t.jpg,0,test
RAISE-1k/tiff/r00d161b7t.jpg,0,test
RAISE-1k/tiff/r00de2590t.jpg,0,test
RAISE-1k/tiff/r01058910t.jpg,0,test
RAISE-1k/tiff/r0108c383t.jpg,0,test
RAISE-1k/tiff/r010cb248t.jpg,0,test
RAISE-1k/tiff/r01170470t.jpg,0,test
RAISE-1k/tiff/r01291f20t.jpg,0,test
RAISE-1k/tiff/r01292fd8t.jpg,0,test
RAISE-1k/tiff/r012b0f30t.jpg,0,test
RAISE-1k/tiff/r012d1dbet.jpg,0,test
RAISE-1k/tiff/r0141f0c9t.jpg,0,test
RAISE-1k/tiff/r01474187t.jpg,0,test
RAISE-1k/tiff/r0149a21ct.jpg,0,test
RAISE-1k/tiff/r0150031ft.jpg,0,test
RAISE-1k/tiff/r01511e3et.jpg,0,test
RAISE-1k/tiff/r01559391t.jpg,0,test
RAISE-1k/tiff/r015b453ft.jpg,0,test
RAISE-1k/tiff/r0176fbcat.jpg,0,test
RAISE-1k/tiff/r017904f0t.jpg,0,test
RAISE-1k/tiff/r018ba134t.jpg,0,test
RAISE-1k/tiff/r018e74fet.jpg,0,test
RAISE-1k/tiff/r0191aaf4t.jpg,0,test
RAISE-1k/tiff/r019eb1cbt.jpg,0,test
RAISE-1k/tiff/r01a31693t.jpg,0,test
RAISE-1k/tiff/r01a5f38at.jpg,0,test
RAISE-1k/tiff/r01b3f004t.jpg,0,test
RAISE-1k/tiff/r01b6aed6t.jpg,0,test
RAISE-1k/tiff/r01c95f68t.jpg,0,test
RAISE-1k/tiff/r01cbb7fdt.jpg,0,test
RAISE-1k/tiff/r01cf60c7t.jpg,0,test
RAISE-1k/tiff/r01d0b83bt.jpg,0,test
RAISE-1k/tiff/r01d9da09t.jpg,0,test
RAISE-1k/tiff/r01ef1b4at.jpg,0,test
RAISE-1k/tiff/r0200a7a6t.jpg,0,test
RAISE-1k/tiff/r02059ab4t.jpg,0,test
RAISE-1k/tiff/r0207a52ct.jpg,0,test
RAISE-1k/tiff/r021429abt.jpg,0,test
RAISE-1k/tiff/r02189767t.jpg,0,test
RAISE-1k/tiff/r02210c2at.jpg,0,test
RAISE-1k/tiff/r0225b88bt.jpg,0,test
RAISE-1k/tiff/r022af74ct.jpg,0,test
RAISE-1k/tiff/r02354285t.jpg,0,test
RAISE-1k/tiff/r0249f733t.jpg,0,test
RAISE-1k/tiff/r02508493t.jpg,0,test
RAISE-1k/tiff/r0250eb80t.jpg,0,test
RAISE-1k/tiff/r02513d19t.jpg,0,test
RAISE-1k/tiff/r026b5360t.jpg,0,test
RAISE-1k/tiff/r026cedb7t.jpg,0,test
RAISE-1k/tiff/r0279b17bt.jpg,0,test
RAISE-1k/tiff/r027a692ft.jpg,0,test
RAISE-1k/tiff/r0281b52at.jpg,0,test
RAISE-1k/tiff/r0282ca06t.jpg,0,test
RAISE-1k/tiff/r0284aa1at.jpg,0,test
RAISE-1k/tiff/r0287344at.jpg,0,test
RAISE-1k/tiff/r028896d3t.jpg,0,test
RAISE-1k/tiff/r0288b58ct.jpg,0,test
RAISE-1k/tiff/r02897203t.jpg,0,test
RAISE-1k/tiff/r029afdb0t.jpg,0,test
RAISE-1k/tiff/r02a0839et.jpg,0,test
RAISE-1k/tiff/r02a21f6ct.jpg,0,test
RAISE-1k/tiff/r02b3a1ddt.jpg,0,test
RAISE-1k/tiff/r02b7536at.jpg,0,test
RAISE-1k/tiff/r02d732f8t.jpg,0,test
RAISE-1k/tiff/r02e1abe2t.jpg,0,test
RAISE-1k/tiff/r02f1ba48t.jpg,0,test
RAISE-1k/tiff/r02f5c155t.jpg,0,test
RAISE-1k/tiff/r02f9f53et.jpg,0,test
RAISE-1k/tiff/r0314c3f9t.jpg,0,test
RAISE-1k/tiff/r031917act.jpg,0,test
RAISE-1k/tiff/r03193652t.jpg,0,test
RAISE-1k/tiff/r03389e9bt.jpg,0,test
RAISE-1k/tiff/r033bb79dt.jpg,0,test
RAISE-1k/tiff/r033daaa0t.jpg,0,test
RAISE-1k/tiff/r0341853dt.jpg,0,test
RAISE-1k/tiff/r0342f22ct.jpg,0,test
RAISE-1k/tiff/r0355b2d5t.jpg,0,test
RAISE-1k/tiff/r0356ea60t.jpg,0,test
RAISE-1k/tiff/r035ef2c2t.jpg,0,test
RAISE-1k/tiff/r03640e97t.jpg,0,test
RAISE-1k/tiff/r036e2a9at.jpg,0,test
RAISE-1k/tiff/r0372042dt.jpg,0,test
RAISE-1k/tiff/r037a250ft.jpg,0,test
RAISE-1k/tiff/r0383e9c3t.jpg,0,test
RAISE-1k/tiff/r038422cft.jpg,0,test
RAISE-1k/tiff/r038922cbt.jpg,0,test
RAISE-1k/tiff/r03995a8ct.jpg,0,test
RAISE-1k/tiff/r039a5ef5t.jpg,0,test
RAISE-1k/tiff/r039a851bt.jpg,0,test
RAISE-1k/tiff/r03aa5df1t.jpg,0,test
RAISE-1k/tiff/r03b0c944t.jpg,0,test
RAISE-1k/tiff/r03bf5648t.jpg,0,test
RAISE-1k/tiff/r03c8ddcft.jpg,0,test
RAISE-1k/tiff/r03cef811t.jpg,0,test
RAISE-1k/tiff/r03d2a758t.jpg,0,test
RAISE-1k/tiff/r03ed2669t.jpg,0,test
RAISE-1k/tiff/r03f41fdct.jpg,0,test
RAISE-1k/tiff/r03f70ccdt.jpg,0,test
RAISE-1k/tiff/r0408fe9ft.jpg,0,test
RAISE-1k/tiff/r040b3002t.jpg,0,test
RAISE-1k/tiff/r040bf4a5t.jpg,0,test
RAISE-1k/tiff/r04108c64t.jpg,0,test
RAISE-1k/tiff/r04160d64t.jpg,0,test
RAISE-1k/tiff/r04172edct.jpg,0,test
RAISE-1k/tiff/r0417f5e3t.jpg,0,test
RAISE-1k/tiff/r041c02cat.jpg,0,test
RAISE-1k/tiff/r0428df0ct.jpg,0,test
RAISE-1k/tiff/r042d5308t.jpg,0,test
RAISE-1k/tiff/r042d7b17t.jpg,0,test
RAISE-1k/tiff/r04317453t.jpg,0,test
RAISE-1k/tiff/r0438eb97t.jpg,0,test
RAISE-1k/tiff/r043951a3t.jpg,0,test
RAISE-1k/tiff/r04395e54t.jpg,0,test
RAISE-1k/tiff/r0450c4c0t.jpg,0,test
RAISE-1k/tiff/r045be2act.jpg,0,test
RAISE-1k/tiff/r0465565ct.jpg,0,test
RAISE-1k/tiff/r046852c1t.jpg,0,test
RAISE-1k/tiff/r047aa954t.jpg,0,test
RAISE-1k/tiff/r04851bf9t.jpg,0,test
RAISE-1k/tiff/r0487f5cet.jpg,0,test
RAISE-1k/tiff/r048c50d0t.jpg,0,test
RAISE-1k/tiff/r04989a70t.jpg,0,test
RAISE-1k/tiff/r049f471dt.jpg,0,test
RAISE-1k/tiff/r04a210b3t.jpg,0,test
RAISE-1k/tiff/r04aceb4et.jpg,0,test
RAISE-1k/tiff/r04b4d5aft.jpg,0,test
RAISE-1k/tiff/r04b8473dt.jpg,0,test
RAISE-1k/tiff/r04c11390t.jpg,0,test
RAISE-1k/tiff/r04c566a0t.jpg,0,test
RAISE-1k/tiff/r04cfa379t.jpg,0,test
RAISE-1k/tiff/r04e19833t.jpg,0,test
RAISE-1k/tiff/r04e7644dt.jpg,0,test
RAISE-1k/tiff/r04e818bat.jpg,0,test
RAISE-1k/tiff/r04eb0d0ft.jpg,0,test
RAISE-1k/tiff/r04eda41ct.jpg,0,test
RAISE-1k/tiff/r050e1024t.jpg,0,test
RAISE-1k/tiff/r0515a051t.jpg,0,test
RAISE-1k/tiff/r0518cf5dt.jpg,0,test
RAISE-1k/tiff/r05243256t.jpg,0,test
RAISE-1k/tiff/r0527f7e6t.jpg,0,test
RAISE-1k/tiff/r052df821t.jpg,0,test
RAISE-1k/tiff/r052e9174t.jpg,0,test
RAISE-1k/tiff/r053d2196t.jpg,0,test
RAISE-1k/tiff/r05647b9at.jpg,0,test
RAISE-1k/tiff/r056c0ee6t.jpg,0,test
RAISE-1k/tiff/r056d6bebt.jpg,0,test
RAISE-1k/tiff/r056daad2t.jpg,0,test
RAISE-1k/tiff/r056f233bt.jpg,0,test
RAISE-1k/tiff/r05718fd6t.jpg,0,test
RAISE-1k/tiff/r057282fet.jpg,0,test
RAISE-1k/tiff/r05772356t.jpg,0,test
RAISE-1k/tiff/r05839451t.jpg,0,test
RAISE-1k/tiff/r0589558at.jpg,0,test
RAISE-1k/tiff/r059cae86t.jpg,0,test
RAISE-1k/tiff/r059ce7d0t.jpg,0,test
RAISE-1k/tiff/r05a7750et.jpg,0,test
RAISE-1k/tiff/r05ac4560t.jpg,0,test
RAISE-1k/tiff/r05bf2f53t.jpg,0,test
RAISE-1k/tiff/r05d35656t.jpg,0,test
RAISE-1k/tiff/r05d59d7ct.jpg,0,test
RAISE-1k/tiff/r05d9d749t.jpg,0,test
RAISE-1k/tiff/r05db7e7ft.jpg,0,test
RAISE-1k/tiff/r05f3f6a5t.jpg,0,test
RAISE-1k/tiff/r05f66e6dt.jpg,0,test
RAISE-1k/tiff/r0603031et.jpg,0,test
RAISE-1k/tiff/r061e2ecft.jpg,0,test
RAISE-1k/tiff/r062b9259t.jpg,0,test
RAISE-1k/tiff/r062cab38t.jpg,0,test
RAISE-1k/tiff/r063d8a61t.jpg,0,test
RAISE-1k/tiff/r0648cff8t.jpg,0,test
RAISE-1k/tiff/r065472d8t.jpg,0,test
RAISE-1k/tiff/r065a0da9t.jpg,0,test
RAISE-1k/tiff/r066358d3t.jpg,0,test
RAISE-1k/tiff/r0667a51ft.jpg,0,test
RAISE-1k/tiff/r066b256at.jpg,0,test
RAISE-1k/tiff/r066ef803t.jpg,0,test
RAISE-1k/tiff/r0670f47ft.jpg,0,test
RAISE-1k/tiff/r06743f8ft.jpg,0,test
RAISE-1k/tiff/r0676c50at.jpg,0,test
RAISE-1k/tiff/r06836fdat.jpg,0,test
RAISE-1k/tiff/r069e346et.jpg,0,test
RAISE-1k/tiff/r06a52b7bt.jpg,0,test
RAISE-1k/tiff/r06aa7dabt.jpg,0,test
RAISE-1k/tiff/r06b161adt.jpg,0,test
RAISE-1k/tiff/r06b7849at.jpg,0,test
RAISE-1k/tiff/r06bfc92at.jpg,0,test
RAISE-1k/tiff/r06c4bcb9t.jpg,0,test
RAISE-1k/tiff/r06cad2d6t.jpg,0,test
RAISE-1k/tiff/r06d3ac60t.jpg,0,test
RAISE-1k/tiff/r06e1a520t.jpg,0,test
RAISE-1k/tiff/r0701ca45t.jpg,0,test
RAISE-1k/tiff/r0703243bt.jpg,0,test
RAISE-1k/tiff/r070a874ct.jpg,0,test
RAISE-1k/tiff/r072421a1t.jpg,0,test
RAISE-1k/tiff/r072649fdt.jpg,0,test
RAISE-1k/tiff/r0744a10et.jpg,0,test
RAISE-1k/tiff/r07598392t.jpg,0,test
RAISE-1k/tiff/r075baf3ct.jpg,0,test
RAISE-1k/tiff/r0773471dt.jpg,0,test
