image,class,split,spai
synthbuster/firefly/r1d1445b6t.jpg,1,test,0.7104910612106323
synthbuster/firefly/r0200a7a6t.jpg,1,test,1.864293956046785e-31
synthbuster/firefly/r06743f8ft.jpg,1,test,0.7509506940841675
synthbuster/firefly/r1f3e6681t.jpg,1,test,2.768801095953677e-06
synthbuster/firefly/r181dd93dt.jpg,1,test,1.8152430074862176e-20
synthbuster/firefly/r0c764979t.jpg,1,test,0.9736083745956421
synthbuster/firefly/r1565a7e7t.jpg,1,test,0.29062286019325256
synthbuster/firefly/r1a9de6e9t.jpg,1,test,3.1399015332223e-12
synthbuster/firefly/r0207a52ct.jpg,1,test,0.9099253416061401
synthbuster/firefly/r14289905t.jpg,1,test,0.7814531922340393
synthbuster/firefly/r031917act.jpg,1,test,0.01330230850726366
synthbuster/firefly/r18302db2t.jpg,1,test,0.9858360290527344
synthbuster/firefly/r085a5f53t.jpg,1,test,5.6647401884286214e-14
synthbuster/firefly/r1b57dbb2t.jpg,1,test,0.0
synthbuster/firefly/r09efa609t.jpg,1,test,3.32499650035345e-09
synthbuster/firefly/r07e242b7t.jpg,1,test,0.0003042684984393418
synthbuster/firefly/r0c3a8ea0t.jpg,1,test,0.02389555796980858
synthbuster/firefly/r03cef811t.jpg,1,test,0.9932764768600464
synthbuster/firefly/r02897203t.jpg,1,test,0.9989181756973267
synthbuster/firefly/r1a8d7a86t.jpg,1,test,0.39516809582710266
synthbuster/firefly/r1b61c7b1t.jpg,1,test,0.2674488425254822
synthbuster/firefly/r047aa954t.jpg,1,test,0.9498080611228943
synthbuster/firefly/r08d2b4dat.jpg,1,test,1.3772682905255351e-06
synthbuster/firefly/r09488b39t.jpg,1,test,0.1646757870912552
synthbuster/firefly/r08307e1at.jpg,1,test,1.677318067907913e-16
synthbuster/firefly/r191488c6t.jpg,1,test,0.5629849433898926
synthbuster/firefly/r01559391t.jpg,1,test,0.018820393830537796
synthbuster/firefly/r09670876t.jpg,1,test,0.9999986886978149
synthbuster/firefly/r0c7fcc38t.jpg,1,test,0.5463815331459045
synthbuster/firefly/r1bc3a653t.jpg,1,test,0.8644859194755554
synthbuster/firefly/r02b3a1ddt.jpg,1,test,0.9995368719100952
synthbuster/firefly/r0f8a1531t.jpg,1,test,3.11257466252106e-19
synthbuster/firefly/r16422663t.jpg,1,test,0.9224534630775452
synthbuster/firefly/r1ca6cc12t.jpg,1,test,0.9370027780532837
synthbuster/firefly/r0287344at.jpg,1,test,1.6262414024191067e-29
synthbuster/firefly/r0c0d0adct.jpg,1,test,0.1628423035144806
synthbuster/firefly/r1d1cf607t.jpg,1,test,0.9952349066734314
synthbuster/firefly/r06c4bcb9t.jpg,1,test,1.3240655794000133e-10
synthbuster/firefly/r0e965ba7t.jpg,1,test,0.9980267882347107
synthbuster/firefly/r0f24ca4dt.jpg,1,test,2.255247685773021e-36
synthbuster/firefly/r177dd68et.jpg,1,test,1.2473438521485875e-14
synthbuster/firefly/r1ceba29dt.jpg,1,test,0.1794087439775467
synthbuster/firefly/r12f02af5t.jpg,1,test,0.0009322818950749934
synthbuster/firefly/r1af60295t.jpg,1,test,0.0005558233824558556
synthbuster/firefly/r075baf3ct.jpg,1,test,0.024592004716396332
synthbuster/firefly/r07f99a1at.jpg,1,test,0.0
synthbuster/firefly/r16654024t.jpg,1,test,0.6820732951164246
synthbuster/firefly/r179ed8d7t.jpg,1,test,7.038935774167352e-17
synthbuster/firefly/r0341853dt.jpg,1,test,0.0
synthbuster/firefly/r1655a008t.jpg,1,test,0.0018733578035607934
synthbuster/firefly/r0fbe1b0ft.jpg,1,test,4.990543002039372e-21
synthbuster/firefly/r1aa63558t.jpg,1,test,9.55433146732027e-18
synthbuster/firefly/r182ed662t.jpg,1,test,0.24150122702121735
synthbuster/firefly/r0b50b69ct.jpg,1,test,0.49016836285591125
synthbuster/firefly/r0f1a3f00t.jpg,1,test,0.9996957778930664
synthbuster/firefly/r17fe8532t.jpg,1,test,0.998691976070404
synthbuster/firefly/r1234de87t.jpg,1,test,4.017571700387634e-05
synthbuster/firefly/r13a16a0at.jpg,1,test,0.8234391808509827
synthbuster/firefly/r1bf00696t.jpg,1,test,6.939400191185996e-05
synthbuster/firefly/r041c02cat.jpg,1,test,0.004708414897322655
synthbuster/firefly/r06836fdat.jpg,1,test,1.1856537032660253e-18
synthbuster/firefly/r1683028at.jpg,1,test,0.9041601419448853
synthbuster/firefly/r0b6e4254t.jpg,1,test,0.007215158548206091
synthbuster/firefly/r11850456t.jpg,1,test,0.25015988945961
synthbuster/firefly/r16da5576t.jpg,1,test,0.3612101674079895
synthbuster/firefly/r010cb248t.jpg,1,test,2.2741084189370486e-12
synthbuster/firefly/r19c9183at.jpg,1,test,0.0014343548100441694
synthbuster/firefly/r0a3c52a0t.jpg,1,test,4.491567704046282e-21
synthbuster/firefly/r173ee7e8t.jpg,1,test,0.7301691174507141
synthbuster/firefly/r050e1024t.jpg,1,test,7.500155334128067e-05
synthbuster/firefly/r19183258t.jpg,1,test,0.004357488360255957
synthbuster/firefly/r05ac4560t.jpg,1,test,0.991074800491333
synthbuster/firefly/r1df374c1t.jpg,1,test,2.3235501338663016e-18
synthbuster/firefly/r02f9f53et.jpg,1,test,0.20594742894172668
synthbuster/firefly/r17afaaa1t.jpg,1,test,3.0337716907524737e-06
synthbuster/firefly/r04c566a0t.jpg,1,test,7.301090981792768e-11
synthbuster/firefly/r09f764ect.jpg,1,test,7.61523494929861e-07
synthbuster/firefly/r1f2c2acft.jpg,1,test,0.49987950921058655
synthbuster/firefly/r108ba35et.jpg,1,test,0.0022983599919825792
synthbuster/firefly/r102b4aa4t.jpg,1,test,4.3114616525119064e-15
synthbuster/firefly/r1e52a39dt.jpg,1,test,0.12003584206104279
synthbuster/firefly/r0ebdd2d2t.jpg,1,test,0.3743588328361511
synthbuster/firefly/r00816405t.jpg,1,test,0.7934727072715759
synthbuster/firefly/r05a7750et.jpg,1,test,0.6789711117744446
synthbuster/firefly/r0a0852c6t.jpg,1,test,0.0015473348321393132
synthbuster/firefly/r09a60f63t.jpg,1,test,3.007715532429481e-23
