image,class,split,spai
synthbuster/dalle3/r1d1445b6t.png,1,test,0.9310051798820496
synthbuster/dalle3/r0200a7a6t.png,1,test,0.788220226764679
synthbuster/dalle3/r06743f8ft.png,1,test,0.991685688495636
synthbuster/dalle3/r1f3e6681t.png,1,test,0.9996498823165894
synthbuster/dalle3/r181dd93dt.png,1,test,0.4825107753276825
synthbuster/dalle3/r0c764979t.png,1,test,1.0
synthbuster/dalle3/r1565a7e7t.png,1,test,0.9761943817138672
synthbuster/dalle3/r1a9de6e9t.png,1,test,0.7185019254684448
synthbuster/dalle3/r0207a52ct.png,1,test,0.9926337599754333
synthbuster/dalle3/r14289905t.png,1,test,1.0
synthbuster/dalle3/r031917act.png,1,test,0.9999967813491821
synthbuster/dalle3/r18302db2t.png,1,test,0.9956477284431458
synthbuster/dalle3/r085a5f53t.png,1,test,1.0
synthbuster/dalle3/r1b57dbb2t.png,1,test,0.8175048828125
synthbuster/dalle3/r09efa609t.png,1,test,0.9425808787345886
synthbuster/dalle3/r07e242b7t.png,1,test,1.0
synthbuster/dalle3/r0c3a8ea0t.png,1,test,0.9999892711639404
synthbuster/dalle3/r03cef811t.png,1,test,6.939341255929321e-05
synthbuster/dalle3/r02897203t.png,1,test,1.0
synthbuster/dalle3/r1a8d7a86t.png,1,test,0.9999997615814209
synthbuster/dalle3/r1b61c7b1t.png,1,test,0.01513499952852726
synthbuster/dalle3/r047aa954t.png,1,test,0.9999980926513672
synthbuster/dalle3/r08d2b4dat.png,1,test,0.9582454562187195
synthbuster/dalle3/r09488b39t.png,1,test,0.9830780625343323
synthbuster/dalle3/r08307e1at.png,1,test,0.9999916553497314
synthbuster/dalle3/r191488c6t.png,1,test,0.07541238516569138
synthbuster/dalle3/r01559391t.png,1,test,0.9918866753578186
synthbuster/dalle3/r09670876t.png,1,test,0.9767053723335266
synthbuster/dalle3/r0c7fcc38t.png,1,test,0.98903489112854
synthbuster/dalle3/r1bc3a653t.png,1,test,0.9999998807907104
synthbuster/dalle3/r02b3a1ddt.png,1,test,0.9680256247520447
synthbuster/dalle3/r0f8a1531t.png,1,test,0.9437475800514221
synthbuster/dalle3/r16422663t.png,1,test,0.9999759197235107
synthbuster/dalle3/r1ca6cc12t.png,1,test,1.0
synthbuster/dalle3/r0287344at.png,1,test,0.9975347518920898
synthbuster/dalle3/r0c0d0adct.png,1,test,0.00011492525663925335
synthbuster/dalle3/r1d1cf607t.png,1,test,4.821575203095563e-06
synthbuster/dalle3/r06c4bcb9t.png,1,test,1.0
synthbuster/dalle3/r0e965ba7t.png,1,test,0.9992225170135498
synthbuster/dalle3/r0f24ca4dt.png,1,test,1.0
synthbuster/dalle3/r177dd68et.png,1,test,0.9997896552085876
synthbuster/dalle3/r1ceba29dt.png,1,test,0.9999998807907104
synthbuster/dalle3/r12f02af5t.png,1,test,0.9874349236488342
synthbuster/dalle3/r1af60295t.png,1,test,0.9644315242767334
synthbuster/dalle3/r075baf3ct.png,1,test,0.9807116389274597
synthbuster/dalle3/r07f99a1at.png,1,test,1.0
synthbuster/dalle3/r16654024t.png,1,test,1.0
synthbuster/dalle3/r179ed8d7t.png,1,test,0.9998125433921814
synthbuster/dalle3/r0341853dt.png,1,test,0.9484809041023254
synthbuster/dalle3/r1655a008t.png,1,test,0.9999998807907104
synthbuster/dalle3/r0fbe1b0ft.png,1,test,1.0
synthbuster/dalle3/r1aa63558t.png,1,test,0.9999939203262329
synthbuster/dalle3/r182ed662t.png,1,test,0.999968409538269
synthbuster/dalle3/r0b50b69ct.png,1,test,0.9880971908569336
synthbuster/dalle3/r0f1a3f00t.png,1,test,6.211978984538291e-07
synthbuster/dalle3/r17fe8532t.png,1,test,0.012765930034220219
synthbuster/dalle3/r1234de87t.png,1,test,0.16043078899383545
synthbuster/dalle3/r13a16a0at.png,1,test,0.9676074385643005
synthbuster/dalle3/r1bf00696t.png,1,test,7.83290210470966e-10
synthbuster/dalle3/r041c02cat.png,1,test,0.9999939203262329
synthbuster/dalle3/r06836fdat.png,1,test,0.03222351521253586
synthbuster/dalle3/r1683028at.png,1,test,0.9953110814094543
synthbuster/dalle3/r0b6e4254t.png,1,test,0.01145237311720848
synthbuster/dalle3/r11850456t.png,1,test,0.7128604054450989
synthbuster/dalle3/r16da5576t.png,1,test,0.053630586713552475
synthbuster/dalle3/r010cb248t.png,1,test,3.340087005199166e-06
synthbuster/dalle3/r19c9183at.png,1,test,0.9999996423721313
synthbuster/dalle3/r0a3c52a0t.png,1,test,1.0
synthbuster/dalle3/r173ee7e8t.png,1,test,0.9998886585235596
synthbuster/dalle3/r050e1024t.png,1,test,0.9999997615814209
synthbuster/dalle3/r19183258t.png,1,test,0.9555867910385132
synthbuster/dalle3/r05ac4560t.png,1,test,0.9999998807907104
synthbuster/dalle3/r1df374c1t.png,1,test,0.4600551128387451
synthbuster/dalle3/r02f9f53et.png,1,test,0.6026490330696106
synthbuster/dalle3/r17afaaa1t.png,1,test,0.9226406216621399
synthbuster/dalle3/r04c566a0t.png,1,test,0.9756331443786621
synthbuster/dalle3/r09f764ect.png,1,test,0.9999994039535522
synthbuster/dalle3/r1f2c2acft.png,1,test,0.9655080437660217
synthbuster/dalle3/r108ba35et.png,1,test,1.0
synthbuster/dalle3/r102b4aa4t.png,1,test,0.9986478686332703
synthbuster/dalle3/r1e52a39dt.png,1,test,1.0
synthbuster/dalle3/r0ebdd2d2t.png,1,test,0.04536399617791176
synthbuster/dalle3/r00816405t.png,1,test,0.9937735199928284
synthbuster/dalle3/r05a7750et.png,1,test,1.0
synthbuster/dalle3/r0a0852c6t.png,1,test,0.9978305697441101
synthbuster/dalle3/r09a60f63t.png,1,test,0.9249088764190674
synthbuster/dalle3/r185929e9t.png,1,test,0.0015389147447422147
synthbuster/dalle3/r1a9acd94t.png,1,test,0.9947814345359802
synthbuster/dalle3/r1328ee94t.png,1,test,0.00012006879842374474
synthbuster/dalle3/r0428df0ct.png,1,test,0.5792562961578369
synthbuster/dalle3/r085bdbe2t.png,1,test,0.9840773344039917
synthbuster/dalle3/r162b2209t.png,1,test,0.4113210141658783
synthbuster/dalle3/r096982ddt.png,1,test,0.0358252115547657
synthbuster/dalle3/r12a97b08t.png,1,test,0.1965811401605606
synthbuster/dalle3/r1594b4b3t.png,1,test,0.018440106883645058
synthbuster/dalle3/r1aa53167t.png,1,test,0.015516106970608234
synthbuster/dalle3/r1dea56e5t.png,1,test,0.9996021389961243
synthbuster/dalle3/r012b0f30t.png,1,test,1.0
synthbuster/dalle3/r1372056ct.png,1,test,5.7000732340384275e-05
synthbuster/dalle3/r186c09e4t.png,1,test,0.6957265138626099
synthbuster/dalle3/r029afdb0t.png,1,test,0.9919480681419373
synthbuster/dalle3/r042d7b17t.png,1,test,0.0004446085658855736
synthbuster/dalle3/r0417f5e3t.png,1,test,1.0
synthbuster/dalle3/r0ebb0bb4t.png,1,test,1.0
synthbuster/dalle3/r1824034et.png,1,test,2.5594215458113467e-06
synthbuster/dalle3/r1dbef145t.png,1,test,0.9929136633872986
synthbuster/dalle3/r0fa077bet.png,1,test,1.3695324696527678e-07
synthbuster/dalle3/r175da907t.png,1,test,0.7732322216033936
synthbuster/dalle3/r13a5bb6bt.png,1,test,0.9776272773742676
synthbuster/dalle3/r0b59fc2bt.png,1,test,0.03245953842997551
synthbuster/dalle3/r1934e29ft.png,1,test,1.6443466677174e-07
synthbuster/dalle3/r0ae68527t.png,1,test,0.999998927116394
synthbuster/dalle3/r1b177fe1t.png,1,test,0.9772237539291382
synthbuster/dalle3/r1a0f5585t.png,1,test,0.00010923158697551116
synthbuster/dalle3/r12d4cabat.png,1,test,0.9997813105583191
synthbuster/dalle3/r1f1178cet.png,1,test,0.9999994039535522
synthbuster/dalle3/r11b292cbt.png,1,test,0.9999942779541016
synthbuster/dalle3/r0a42c0f6t.png,1,test,0.0008037487859837711
synthbuster/dalle3/r116ce066t.png,1,test,0.9901039004325867
synthbuster/dalle3/r06b7849at.png,1,test,0.9555803537368774
synthbuster/dalle3/r1419078bt.png,1,test,8.254306521848775e-06
synthbuster/dalle3/r0d203f37t.png,1,test,0.4470289945602417
synthbuster/dalle3/r00b8d4a2t.png,1,test,0.7172803282737732
synthbuster/dalle3/r1d79b6e7t.png,1,test,0.9995400905609131
synthbuster/dalle3/r1d527f65t.png,1,test,0.9990491271018982
synthbuster/dalle3/r1e3303ebt.png,1,test,0.5376636981964111
synthbuster/dalle3/r08276bf9t.png,1,test,0.9982792139053345
synthbuster/dalle3/r006b0e4bt.png,1,test,2.3373233489110135e-05
synthbuster/dalle3/r05718fd6t.png,1,test,0.9999222755432129
synthbuster/dalle3/r1e14f45ct.png,1,test,1.0
synthbuster/dalle3/r05243256t.png,1,test,0.9457764625549316
synthbuster/dalle3/r0773471dt.png,1,test,0.9737728238105774
synthbuster/dalle3/r1618da9dt.png,1,test,0.665539026260376
synthbuster/dalle3/r0b5a3035t.png,1,test,0.6994078159332275
synthbuster/dalle3/r1218b33at.png,1,test,0.08231748640537262
synthbuster/dalle3/r0c2fb2a1t.png,1,test,1.0
synthbuster/dalle3/r09a992e9t.png,1,test,1.0
synthbuster/dalle3/r1ef16e0dt.png,1,test,0.9388463497161865
synthbuster/dalle3/r1580c37ft.png,1,test,0.9999246597290039
